,2011/02,2011/02,2011/02,2011/02,2012/02,2012/02,2012/02,2012/02,2013/02,2013/02,2013/02,2013/02,2014/02,2014/02,2014/02,2014/02,2014/08,2014/08,2014/08,2014/08,2014/12,2014/12,2014/12,2014/12,2015/02,2015/02,2015/02,2015/02,2015/06,2015/06,2015/06,2015/06,2015/07,2015/07,2015/07,2015/07,2015/08,2015/08,2015/08,2015/08,2015/09,2015/09,2015/09,2015/09,2015/11,2015/11,2015/11,2015/11,2015/12,2015/12,2015/12,2015/12,2016/02,2016/02,2016/02,2016/02,2016/03,2016/03,2016/03,2016/03,2016/06,2016/06,2016/06,2016/06,2016/07,2016/07,2016/07,2016/07,2016/08,2016/08,2016/08,2016/08,2016/09,2016/09,2016/09,2016/09,2016/11,2016/11,2016/11,2016/11,2016/12,2016/12,2016/12,2016/12,2017/02,2017/02,2017/02,2017/02,2017/03,2017/03,2017/03,2017/03,2017/06,2017/06,2017/06,2017/06,2017/07,2017/07,2017/07,2017/07,2017/08,2017/08,2017/08,2017/08,2017/09,2017/09,2017/09,2017/09,2017/11,2017/11,2017/11,2017/11,2017/12,2017/12,2017/12,2017/12,2018/02,2018/02,2018/02,2018/02,2018/03,2018/03,2018/03,2018/03,2018/06,2018/06,2018/06,2018/06,2018/07,2018/07,2018/07,2018/07,2018/08,2018/08,2018/08,2018/08,2018/09,2018/09,2018/09,2018/09,2018/11,2018/11,2018/11,2018/11,2018/12,2018/12,2018/12,2018/12,2019/02,2019/02,2019/02,2019/02,2019/03,2019/03,2019/03,2019/03,2019/06,2019/06,2019/06,2019/06,2019/07,2019/07,2019/07,2019/07,2019/08,2019/08,2019/08,2019/08,2019/09,2019/09,2019/09,2019/09,회사명,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,,,,,,,,
A012160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,14.33,49.35,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,15.40,514.57,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,21.51,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,22.99,,0.47,,,,,,,,,,,,,,,,,,,,,0.36,,,,영흥철강,1차 철강 제조업,와이어로프 등,2010-01-25,12월,"한재열, 최영민 (각자대표이사)",,충청남도
A012170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.18,,,,,,,,,,,,,,,,,,,,,0.03,,,,키위미디어그룹,"영화, 비디오물, 방송프로그램 제작 및 배급업",석탄(점결탄) 판매,1989-12-20,12월,정철웅,http://www.kiwimediagroup.com,서울특별시
A012200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,10.87,17.74,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,6.69,10.09,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,8.30,17.67,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,5.41,11.94,0.31,,,,,,,,,,,,,,,,,,,,,0.51,,,,계양전기,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,12월,"단재완,정한수",http://www.keyang.co.kr,서울특별시
A012280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,4.90,6.21,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,6.87,9.37,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,6.48,13.51,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,7.91,58.41,0.27,,,,,,,,,,,,,,,,,,,,,,,,,영화금속,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매",1990-01-25,12월,최동윤(단독 대표이사),http://www.yeonghwa.co.kr,경상남도
A012320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,15.56,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,5.28,15.58,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.56,2.16,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,2.24,3.23,0.39,,,,,,,,,,,,,,,,,,,,,0.20,,,,경동인베스트,석탄 광업,지주회사,1997-03-07,12월,조진수,http://www.kdinvest.co.kr,경기도
A012330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,6.67,7.85,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,6.98,8.46,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,11.24,16.33,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,7.11,9.79,0.53,,,,,,,,,,,,,,,,,,,,,0.74,,,,현대모비스,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",1989-09-05,12월,"정몽구, 정의선, 박정국",http://www.mobis.co.kr,서울특별시
A012340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,95.70,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.60,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,0.83,,,,,,,,,,,,,,,,,,,,,1.90,,,,뉴인텍,전자부품 제조업,콘덴서,1997-02-12,12월,장기수,http://www.nuin.co.kr,충청남도
A012450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,22.49,329.21,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,5.35,6.69,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,24.24,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,9.08,52.55,0.38,,,,,,,,,,,,,,,,,,,,,0.87,,,,한화에어로스페이스,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",1987-05-27,12월,Shin Hyun Woo,http://www.hanwhaaerospace.co.kr/,경상남도
A012510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,16.33,28.46,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,14.63,22.60,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,18.01,25.24,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28,26.36,36.59,6.79,,,,,,,,,,,,,,,,,,,,,5.47,,,,더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",응용 소프트웨어 개발 및 공급업,1988-10-28,12월,김용우,http://www.douzone.com,강원도
A012600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,8.45,15.75,0.64,,,,,,,,,,,,,,,,,,,,,1.45,,,,청호컴넷,일반 목적용 기계 제조업,"금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매",1990-07-10,12월,"지창배, 이정우 (각자 대표이사)",http://www.chunghocomnet.com,서울특별시
A012610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,12.53,78.51,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,13.28,39.32,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,17.08,65.51,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,9.12,17.73,0.71,,,,,,,,,,,,,,,,,,,,,1.59,,,,경인양행,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,12월,"김흥준,조성용 (각자대표이사)",http://www.kyungin.co.kr,인천광역시
A012620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,8.64,10.80,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,7.10,8.74,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,5.14,6.04,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,5.01,6.00,0.16,,,,,,,,,,,,,,,,,,,,,0.35,,,,원일특강,1차 철강 제조업,특수강,1994-06-28,12월,신용문,http://www.wonilsteel.co.kr,경기도
A012630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,8.39,10.03,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,7.23,8.21,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,5.03,5.55,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.97,1.01,0.60,,,,,,,,,,,,,,,,,,,,,0.35,,,,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",1996-10-16,12월,정몽규,http://www.i-park.com,서울특별시
A012690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,18.47,31.14,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,27.56,45.99,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,22.79,43.90,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,67.09,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,모나리자,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매",1988-10-14,12월,박세훈,http://www.monarisa.co.kr,서울특별시
A012700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,6.60,6.88,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,5.07,5.34,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,4.22,4.42,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,4.19,4.41,0.30,,,,,,,,,,,,,,,,,,,,,0.46,,,,리드코프,기타 전문 도매업,화공약품운반,1996-01-19,12월,김철우,http://www.leadcorp.co.kr,서울특별시
A012750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,12.59,24.66,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,11.67,23.71,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,13.98,28.37,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,15.45,37.09,1.89,,,,,,,,,,,,,,,,,,,,,2.57,,,,에스원,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라",1996-01-30,12월,"육현표, 키다코이치",http://www.s1.co.kr,서울특별시
A012790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,10.20,13.07,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,8.77,11.52,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,8.36,11.76,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,8.15,13.40,1.44,,,,,,,,,,,,,,,,,,,,,,,,,신일제약,의약품 제조업,투어펜플라스타,1999-08-13,12월,홍재현,http://www.sinilpharm.com,충청북도
A012800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,4.11,9.88,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,3.84,7.55,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,3.99,8.58,0.09,,,,,,,,,,,,,,,,,,,,,0.55,,,,대창,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매",1989-12-05,12월,"조시영, 김옥렬",http://www.brassone.com,경기도
A012860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,1.93,6.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,1.58,5.16,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,1.89,,0.06,,,,,,,,,,,,,,,,,,,,,0.50,,,,모베이스전자,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26,12월,박종남,http://www.seoyonelec.com,경기도
A013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,35.27,85.30,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,39.79,122.63,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,66.60,95.48,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,58.35,77.37,1.27,,,,,,,,,,,,,,,,,,,,,1.32,,,,세우글로벌,기타 전문 도매업,"화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업",1989-09-05,12월,안백순,http://www.sewoo21.co.kr,인천광역시
A013030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,7.20,7.88,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,8.32,9.51,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,10.75,13.02,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,13.22,19.40,1.80,,,,,,,,,,,,,,,,,,,,,0.73,,,,하이록코리아,1차 철강 제조업,관이음쇠,1989-12-15,12월,"문휴건, 문창환 각자대표이사",http://www.hy-lok.com,부산광역시
A013120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,3.88,3.88,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,3.94,3.95,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,4.49,4.49,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,2.97,2.98,0.60,,,,,,,,,,,,,,,,,,,,,,,,,동원개발,건물 건설업,도급공사,1994-12-29,12월,장복만,http://www.dongwonapt.co.kr,부산광역시
A013310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,1.06,2.82,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,1.99,6.32,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,1.47,6.25,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,1.87,,0.14,,,,,,,,,,,,,,,,,,,,,0.50,,,,아진산업,자동차 신품 부품 제조업,자동차 차체 부품,2015-12-22,12월,서중호,http://www.wamc.co.kr,경상북도
A013360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,11.87,15.79,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,13.11,22.79,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,21.62,31.31,0.21,,,,,,,,,,,,,,,,,,,,,0.84,,,,일성건설,토목 건설업,"건축공사,토목공사,전기공사",1989-12-02,12월,강영길,http://www.ilsungconst.co.kr,인천광역시
A013520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,2.01,3.26,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,2.01,3.72,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,18.05,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,6.77,,0.09,,,,,,,,,,,,,,,,,,,,,0.48,,,,화승알앤에이,자동차 신품 부품 제조업,"자동차용 고무제품(제조저압호스,고압호스,산업용고무호스,,WEATHER STIRP,고무판,콘베어벨트) 제조,판매,수출입",1991-02-22,12월,"현지호,이정두",http://www.hsrna.com,경상남도
A013570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,4.12,8.59,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,4.70,12.54,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,3.68,8.14,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,4.50,24.13,0.16,,,,,,,,,,,,,,,,,,,,,0.35,,,,디와이,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",1989-05-30,12월,김지현,http://www.dy.co.kr,인천광역시
A013580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,3.48,5.67,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,4.96,7.56,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2.49,2.95,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,1.94,2.18,0.08,,,,,,,,,,,,,,,,,,,,,0.45,,,,계룡건설산업,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30,12월,"한승구, 이승찬",http://www.krcon.co.kr,대전광역시
A013700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,9.35,10.31,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,12.75,15.32,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,4.89,5.41,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,21.88,34.54,0.52,,,,,,,,,,,,,,,,,,,,,,,,,까뮤이앤씨,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,12월,손병재,http://www.camusenc.com,경기도
A013720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,7.39,54.02,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,11.52,108.50,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,10.83,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,8.67,150.38,0.86,,,,,,,,,,,,,,,,,,,,,,,,,청보산업,자동차 신품 부품 제조업,엔진부품,1993-12-29,12월,안상욱,http://www.cheongbo.co.kr,인천광역시
A013810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,6.05,8.10,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,11.00,17.12,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,30.64,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,1.08,,,,,,,,,,,,,,,,,,,,,1.13,,,,스페코,특수 목적용 기계 제조업,아스팔트믹싱플랜트,1997-11-03,12월,김수남,http://www.speco.co.kr,서울특별시
A013870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,2.64,7.60,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,2.19,5.04,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,4.28,13.86,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,5.86,1213.79,0.35,,,,,,,,,,,,,,,,,,,,,0.44,,,,지엠비코리아,자동차 신품 부품 제조업,"VS, TIB, CVJoint 등",2012-11-20,12월,"정세영, 변종문",http://www.gmb.co.kr,경상남도
A013890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,2.64,2.76,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53,23.51,25.59,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,11.37,13.09,0.92,,,,,,,,,,,,,,,,,,,,,3.70,,,,지누스,가구 제조업,매트리스 및 가구제품,2019-10-30,12월,이윤재,http://www.zinus.co.kr,경기도
A013990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,95.66,1690.08,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,45.02,126.50,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,1.09,,,,,,,,,,,,,,,,,,,,,0.75,,,,아가방컴퍼니,생활용품 도매업,유아용 의류 및 용품,2002-01-17,12월,신상국,http://www.agabang.com,서울특별시
A014100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,31.47,43.36,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,33.49,64.26,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,17.09,23.86,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,20.32,34.87,1.03,,,,,,,,,,,,,,,,,,,,,1.24,,,,보령메디앙스,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03,12월,"김은정, 이훈규 (각자 대표이사)",http://www.medience.co.kr,서울특별시
A014130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,13.95,18.10,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,10.95,16.37,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,5.54,7.96,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,6.12,9.85,0.09,,,,,,,,,,,,,,,,,,,,,0.95,,,,한익스프레스,도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",1989-07-25,12월,"이재헌, 이석환 (각자대표)",http://www.hanex.co.kr,경기도
A014160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,84.42,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,5.05,9.21,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,15.18,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,5.96,11.24,0.40,,,,,,,,,,,,,,,,,,,,,,,,,대영포장,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조",1990-03-06,12월,"권혁홍, 권택환",http://www.dypc.co.kr,경기도
A014190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,31.62,52.70,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,23.83,33.33,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,15.69,34.77,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,0.37,,,,,,,,,,,,,,,,,,,,,1.06,,,,원익큐브,기타 전문 도매업,"이에이엠, 2-헤마, 비에이엠, 엠엠에이, 아스팔트슁글",1996-04-26,12월,문경수,http://www.hunus.co.kr,경기도
A014200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,4.43,6.15,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,,,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,,0.89,,,,,,,,,,,,,,,,,,,,,1.96,,,,광림,자동차용 엔진 및 자동차 제조업,"전기공사용, 운송용, 환경용 특수차량 및 건설용 장비인 유압크레인을 생산·판매하는 제조업체",1993-07-07,12월,유갑종,http://www.kanglim.com,충청북도
A014280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,3.14,36.39,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,2.09,6.34,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,1.46,5.98,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,1.37,7.10,0.18,,,,,,,,,,,,,,,,,,,,,0.35,,,,금강공업,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,"전장열, 이범호 (각자 대표이사)",http://www.kumkangkind.com,부산광역시
A014440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,6.06,10.56,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,7.20,11.90,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,2.68,3.33,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,5.82,13.01,0.52,,,,,,,,,,,,,,,,,,,,,0.46,,,,영보화학,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",1997-08-27,12월,이영식,http://www.youngbo.com,충청북도
A014470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.49,0.50,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,16.53,26.60,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,14.10,71.66,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,10.49,54.65,0.28,,,,,,,,,,,,,,,,,,,,,0.89,,,,부방,기타 금융업,"수정진동자, 수정발진기, 전기보온밥솥 등",1994-02-25,12월,박규원,http://main.lihom-cuchen.com,서울특별시
